n_Length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_AtSign,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,label
43,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
94,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,2,1,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,4,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,4,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,2,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
102,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,3,1,4,7,1,3,0,2,0,0,0,0,0,0,0,0,8,0,1
31,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,4,1,5,8,2,8,0,7,0,0,0,0,0,0,0,0,0,2,1
33,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,3,1,4,7,1,4,0,3,0,0,0,0,0,0,0,0,8,0,1
33,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,3,2,2,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
106,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,3,5,4,7,1,4,0,2,0,0,0,0,0,0,0,0,1,0,1
62,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,2,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
53,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
274,10,0,2,6,3,2,0,2,0,0,0,6,0,0,0,0,23,0,1
37,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
49,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,2,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
83,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,3,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
217,4,1,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
131,2,3,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,3,9,4,9,1,6,0,4,0,0,0,0,0,0,0,0,1,2,1
72,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
102,3,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2,2,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1
38,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,3,2,3,5,0,7,0,6,0,0,0,0,0,0,0,0,0,2,1
55,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,8,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,1,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
145,4,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
78,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,4,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
59,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,2,1,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
79,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
87,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,4,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
57,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,6,1,0,6,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1
75,3,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1
38,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,3,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,2,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,3,5,4,7,1,5,0,3,0,1,0,0,0,0,0,0,0,1,1
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
121,2,4,2,7,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
39,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,3,1,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
220,3,1,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
58,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
85,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,3,13,5,7,1,5,0,4,0,0,0,0,0,0,0,0,0,2,1
59,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,4,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1
28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,4,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
233,2,6,12,7,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1
240,3,1,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
65,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,2,16,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
49,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,2,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,5,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
81,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,2,0,0,7,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
87,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,2,4,0,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
286,3,2,6,7,1,4,0,3,0,0,0,0,0,0,0,0,8,0,1
55,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
123,2,2,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1
170,1,11,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
48,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
86,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,4,1,8,18,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
62,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,3,4,0,8,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1
32,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,5,2,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
38,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
52,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,7,1,1,8,1,4,0,3,0,0,0,0,0,0,0,3,0,0,1
55,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
65,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,3,2,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
74,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
36,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,14,0,13,3,1,8,0,7,0,0,0,0,0,0,0,0,25,0,1
28,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,2,18,0,5,1,2,0,2,0,0,0,0,0,0,0,0,5,0,1
110,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,2,2,5,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,2,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,3,1,4,9,1,4,0,3,0,0,0,0,0,0,0,0,7,1,1
30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,3,1,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
58,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,3,14,4,7,1,5,0,4,0,0,0,0,0,0,0,0,0,2,1
91,2,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,2,18,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
270,3,1,4,7,1,3,0,2,0,0,0,0,0,0,0,0,7,0,1
34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,2,3,4,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
104,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,2,1,2,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
82,5,3,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,3,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1
55,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
38,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
56,2,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
191,5,11,0,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
238,3,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
34,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
162,6,4,0,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1
85,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
86,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2,2,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,2,0,1,5,1,3,0,2,0,0,0,0,0,0,1,0,0,0,1
57,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
83,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,2,0,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
31,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,5,4,0,7,1,2,0,1,0,0,0,0,0,0,0,0,8,0,1
63,2,1,0,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
113,2,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
145,2,2,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1
52,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,3,8,0,3,1,4,0,3,0,0,0,0,0,0,0,0,17,2,1
118,3,3,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,2,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1,0,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
